Home Team,Away Team,Result,Home Team Goals Scored,Away Team Goals Scored,Home Team Possession %,Away Team Possession %,Winning Team Possession Difference %,Home Team Off Target Shots,Away Team Off Target Shots,Home Team On Target Shots,Away Team On Target Shots,Home Team Total Shots,Away Team Total Shots,Home Team Blocked Shots,Away Team Blocked Shots,Home Team Corners,Away Team Corners,Home Team Throw Ins,Away Team Throw Ins,Home Team Pass Success %,Away Team Pass Success %,Home Team Clearances,Away Team Clearances,Home Team Fouls,Away Team Fouls,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Second Yellow Cards,Away Team Second Yellow Cards,Home Team Red Cards,Away Team Red Cards,Home Team Goals Conceeded,Away Team Goals Conceeded,year,Half Time Score,Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Aerials Won,Away Team Aerials Won
1,0,Away Team,1,3,46,54,17,6,8,5,5,16,15,5,2,7,4,22,19,76,85,8,44,13,15,1,2,0,1,1,0,3,1,2015,0-0,01-Mar,6.9,4.8,7,7,17
1,0,Away Team,0,1,51,49,-4,6,5,1,6,10,12,3,1,7,7,16,20,78,77,27,26,22,16,2,2,0,1,0,0,1,0,2015,0-1,0-1,3.7,5.2,6.9,21,16
1,0,Away Team,2,4,30,70,133,6,6,6,10,15,22,3,6,2,11,22,14,64,82,29,15,14,11,5,3,0,0,0,0,4,2,2015,1-0,02-Apr,9.1,4.5,7.6,15,15
1,0,Away Team,1,2,65,35,-46,3,2,1,3,7,7,3,2,5,4,24,23,83,76,20,21,15,25,1,3,0,1,1,0,2,1,2015,0-1,01-Feb,5.9,5.2,6.6,18,19
1,0,Away Team,2,3,61,39,-36,4,4,10,5,18,11,4,2,12,5,28,15,87,75,20,35,18,16,6,1,0,0,0,0,3,2,2015,0-2,02-Mar,9.2,6.2,6.4,7,8
1,0,Away Team,0,1,58,42,-28,6,3,4,3,17,7,7,1,10,0,25,26,84,77,18,33,16,12,6,5,0,0,0,0,1,0,2015,0-0,0-1,3.9,6,6.7,16,14
1,0,Away Team,1,3,40,60,50,5,6,3,5,11,11,3,0,4,3,36,25,69,80,14,36,23,16,3,3,0,0,0,0,3,1,2015,0-2,01-Mar,5.8,5.5,7.5,17,21
1,0,Away Team,0,1,48,52,8,10,7,4,3,16,14,2,4,8,5,25,24,83,80,16,24,9,10,2,2,0,0,0,0,1,0,2015,0-1,0-1,3.7,6.4,6.3,2,12
1,0,Away Team,1,3,68,32,-53,4,2,7,6,17,10,6,2,6,2,23,28,86,73,14,24,15,23,3,4,0,0,0,0,3,1,2015,0-1,01-Mar,7.4,5.3,7.2,12,8
1,0,Away Team,0,1,58,42,-28,9,4,6,6,21,15,6,5,9,7,26,19,79,71,13,25,16,19,3,3,0,0,0,0,1,0,2015,0-0,0-1,4.8,5.9,6.5,12,25
1,0,Away Team,0,2,53,47,-11,7,7,2,2,14,13,7,4,4,5,21,20,82,80,15,33,14,18,2,2,0,0,0,0,2,0,2015,0-0,0-2,4.2,5.9,7.6,15,17
1,0,Away Team,0,1,48,52,8,7,6,6,4,19,11,6,1,7,1,17,25,80,81,13,16,21,22,3,6,0,0,0,0,1,0,2015,0-0,0-1,4.3,5.7,7.1,12,9
1,0,Away Team,0,1,61,39,-36,10,3,2,2,16,8,4,3,5,4,15,31,83,72,15,27,20,16,2,2,0,0,0,0,1,0,2015,0-0,0-1,3.5,5.3,7.2,26,14
1,0,Away Team,0,1,60,40,-33,16,4,7,2,31,9,8,3,10,3,22,13,78,74,23,65,16,25,2,4,0,0,0,0,1,0,2015,0-1,0-1,4.3,5.7,6.8,15,15
1,0,Away Team,1,5,25,75,200,4,6,3,10,9,24,2,8,3,9,20,24,69,90,24,5,12,10,2,1,0,0,0,0,5,1,2015,0-2,01-May,6.4,4,8.7,6,6
1,0,Away Team,1,2,50,50,0,5,5,2,5,9,13,2,3,5,8,23,25,83,84,25,26,18,16,2,4,0,0,1,0,2,1,2015,0-1,01-Feb,5.9,5.5,6.8,5,10
1,0,Away Team,0,4,38,62,63,5,5,3,8,8,13,0,0,3,4,15,13,81,88,12,16,10,16,1,1,0,0,1,0,4,0,2015,0-4,0-4,5.7,4.3,8.5,9,14
1,0,Away Team,0,2,56,44,-21,7,5,2,7,14,16,5,4,4,5,30,20,80,79,12,25,9,16,0,2,0,0,0,0,2,0,2015,0-0,0-2,4.9,5.2,7.3,19,24
1,0,Away Team,2,4,44,56,27,2,10,4,9,8,23,2,4,7,3,14,10,82,87,11,17,14,12,2,1,1,0,0,0,4,2,2015,44593,02-Apr,8.6,4.2,7.9,3,7
1,0,Away Team,0,4,36,64,78,4,15,2,10,6,30,0,5,0,4,8,18,76,87,13,7,12,7,3,2,0,0,0,0,4,0,2015,0-2,0-4,6.2,4.6,9,14,14
1,0,Away Team,0,2,47,53,13,6,3,6,5,17,13,5,5,8,7,26,21,81,81,17,25,12,15,1,3,0,1,0,0,2,0,2015,0-1,0-2,5.9,5.8,6.6,13,13
1,0,Away Team,0,2,41,59,44,7,5,0,5,8,11,1,1,4,3,23,26,73,82,7,12,17,13,4,2,0,0,0,0,2,0,2015,0-2,0-2,3.8,4.9,7.9,10,15
1,0,Away Team,0,2,35,65,86,5,4,2,8,12,16,5,4,6,6,18,24,75,86,23,22,16,15,3,0,0,0,0,0,2,0,2015,0-2,0-2,4.5,5.3,7.5,13,14
1,0,Away Team,1,2,52,48,-8,5,4,4,3,12,8,3,1,6,2,17,9,78,77,21,39,25,18,3,3,0,0,0,0,2,1,2015,44562,01-Feb,5.4,4.9,7.3,16,18
1,0,Away Team,0,2,32,68,113,4,9,0,9,5,25,1,7,2,6,17,23,61,87,30,16,23,15,3,1,0,0,0,0,2,0,2015,0-0,0-2,4.9,4.4,7.5,4,15
1,0,Away Team,1,3,27,73,170,3,8,2,6,7,19,2,5,4,6,27,24,52,85,35,20,14,8,5,1,0,0,0,0,3,1,2015,0-0,01-Mar,6,4.8,7.3,8,25
1,0,Away Team,1,2,71,29,-59,11,8,6,2,29,10,12,0,16,1,27,20,83,60,12,34,11,25,2,6,0,0,0,0,2,1,2015,0-1,01-Feb,5.7,5.9,5.9,14,10
1,0,Away Team,0,1,53,47,-11,7,3,2,2,10,11,1,6,8,5,25,27,77,73,16,25,15,11,0,1,0,0,0,0,1,0,2015,0-0,0-1,3.8,6,7.2,23,20
1,0,Away Team,1,3,50,50,0,8,9,5,8,18,20,5,3,9,3,24,20,87,81,17,26,12,22,1,2,0,0,0,0,3,1,2015,44593,01-Mar,6.7,4.7,7.4,13,10
1,0,Away Team,2,3,48,52,8,4,4,5,8,13,14,4,2,4,2,33,25,71,80,10,24,13,13,4,3,1,0,0,0,3,2,2015,0-0,02-Mar,9.4,5.3,7.2,6,14
1,0,Away Team,1,3,47,53,13,3,7,3,6,8,15,2,2,4,4,21,24,83,84,17,18,12,15,2,2,1,0,0,0,3,1,2015,44593,01-Mar,6,5.3,7.2,10,11
1,0,Away Team,0,2,63,37,-41,7,2,3,6,15,8,5,0,6,3,38,29,75,57,22,37,16,20,1,2,0,0,0,0,2,0,2015,0-1,0-2,4.1,5.2,7,25,12
1,0,Away Team,0,3,46,54,17,4,5,4,8,11,14,3,1,6,4,34,15,78,84,6,30,12,14,2,3,0,0,0,0,3,0,2015,0-3,0-3,5.8,5.2,7.9,13,13
1,0,Away Team,0,2,42,58,38,5,4,3,5,13,9,5,0,7,4,26,21,69,80,21,25,18,13,3,2,0,0,0,0,2,0,2015,0-1,0-2,4.5,5.6,6.9,7,17
1,0,Away Team,1,2,39,61,56,5,3,3,7,10,15,2,5,3,6,23,24,75,86,22,27,16,16,2,3,0,0,0,0,2,1,2015,0-1,01-Feb,6.3,5.7,7.1,13,24
1,0,Away Team,0,1,24,76,217,2,6,1,7,5,18,2,5,4,9,19,26,71,89,29,14,12,9,2,2,0,0,0,0,1,0,2015,0-1,0-1,3.5,5.3,7.2,12,21
1,0,Away Team,0,1,65,35,-46,7,3,7,6,16,12,2,3,5,7,32,18,79,61,31,40,19,18,4,3,0,0,0,0,1,0,2015,0-1,0-1,4.7,4.6,7.2,14,18
1,0,Away Team,1,4,42,58,38,3,4,6,7,10,14,1,3,2,3,16,19,74,82,28,20,26,19,4,3,0,0,0,1,4,1,2015,0-2,01-Apr,6.3,5.7,7.2,7,10
1,0,Away Team,1,2,64,36,-44,2,2,3,5,8,11,3,4,9,6,21,25,75,61,13,43,22,15,2,3,1,0,0,0,2,1,2015,0-1,01-Feb,5.8,4.7,7.4,27,22
1,0,Away Team,1,3,42,58,38,8,1,1,7,11,9,2,1,7,5,33,18,71,81,14,26,10,20,3,3,0,0,0,0,3,1,2015,44593,01-Mar,5.4,5.3,7.2,10,15
1,0,Away Team,1,4,41,59,44,10,9,3,6,18,17,5,2,10,5,26,20,75,81,17,27,14,9,5,2,1,0,0,0,4,1,2015,0-1,01-Apr,8.1,4.8,7.6,11,20
1,0,Away Team,1,2,60,40,-33,5,7,2,3,10,12,3,2,9,2,19,20,91,86,6,26,13,13,2,5,1,0,1,0,2,1,2015,1-0,01-Feb,6.3,5.1,6.5,11,5
1,0,Away Team,0,1,60,40,-33,3,3,1,1,9,4,5,0,10,7,26,24,81,70,13,34,17,14,3,1,0,0,0,0,1,0,2015,0-1,0-1,2.9,5.8,7.3,14,21
1,0,Away Team,0,1,36,64,78,7,11,2,3,15,20,6,6,4,6,21,25,67,83,32,22,19,14,6,2,1,0,0,0,1,0,2015,0-0,0-1,4.5,5.1,6.4,20,18
1,0,Away Team,0,1,61,39,-36,11,1,5,4,17,9,1,4,11,2,32,21,79,69,18,45,13,20,2,1,0,0,0,0,1,0,2015,0-1,0-1,3.9,5.9,6.7,15,12
1,0,Away Team,1,2,44,56,27,5,4,5,4,11,9,1,1,2,2,22,21,80,84,19,20,20,21,4,3,0,0,0,0,2,1,2015,44562,01-Feb,6.4,6.1,6.6,9,15
1,0,Away Team,0,3,32,68,113,2,6,2,8,7,19,3,5,5,7,15,31,72,86,16,27,13,14,2,3,0,0,0,0,3,0,2015,0-2,0-3,5,5,8,17,19
1,0,Away Team,0,1,51,49,-4,4,3,1,3,8,6,3,0,4,3,29,16,86,87,15,17,14,16,4,1,0,0,0,0,1,0,2015,0-0,0-1,3.7,5.4,7.5,12,9
2,2,Tie,0,0,55,45,-18,5,4,1,3,11,9,5,2,6,2,16,18,84,82,23,34,17,16,2,3,0,0,0,0,0,0,2014,0-0,0-0,2.2,6,6.6,15,16
2,2,Tie,1,1,41,59,44,4,2,5,4,13,10,4,4,4,4,17,30,73,78,49,27,22,26,3,2,0,0,0,0,1,1,2014,44562,01-Jan,4.4,6.5,6.3,15,22
2,2,Tie,0,0,39,61,56,6,9,2,2,11,14,3,3,6,10,11,18,80,87,19,11,9,10,1,1,0,0,0,1,0,0,2014,0-0,0-0,3.1,6,6.4,14,14
2,2,Tie,1,1,47,53,13,6,4,1,3,8,10,1,3,1,7,24,26,75,81,39,36,15,18,2,3,0,1,0,0,1,1,2014,1-0,01-Jan,4.5,6.6,6.1,18,18
2,2,Tie,0,0,65,35,-46,10,4,6,1,22,6,6,1,12,3,16,22,85,69,10,36,13,18,1,4,0,1,0,0,0,0,2014,0-0,0-0,3.2,7.3,5.9,11,18
2,2,Tie,2,2,37,63,70,3,6,5,5,8,17,0,6,3,7,25,33,73,82,27,29,20,9,4,1,0,0,0,0,2,2,2014,2-0,02-Feb,7.1,6.2,6.2,17,14
2,2,Tie,0,0,48,52,8,7,6,5,3,14,12,2,3,3,7,9,19,81,82,26,22,19,23,3,2,0,0,0,0,0,0,2014,0-0,0-0,2.9,6.3,6,10,12
2,2,Tie,1,1,39,61,56,7,8,2,3,13,13,4,2,5,2,27,30,72,82,25,31,16,9,2,4,0,0,0,0,1,1,2014,44562,01-Jan,4.6,6.5,6.1,15,13
2,2,Tie,2,2,45,55,22,5,7,6,6,13,15,2,2,3,5,16,20,76,81,33,23,13,21,2,3,1,0,0,0,2,2,2014,44563,02-Feb,8,6.6,6,12,12
2,2,Tie,0,0,72,28,-61,12,4,2,0,18,5,4,1,11,3,26,25,88,66,31,50,13,12,2,2,0,0,0,0,0,0,2014,0-0,0-0,2.7,6.8,5.8,34,16
2,2,Tie,2,2,55,45,-18,6,6,7,9,17,16,4,1,7,4,24,18,79,77,20,42,13,15,2,2,0,0,0,0,2,2,2014,0-1,02-Feb,7.9,5.9,6.9,21,9
2,2,Tie,3,3,60,40,-33,4,3,8,6,17,10,5,1,6,4,20,20,88,80,10,19,11,10,1,4,0,0,0,0,3,3,2014,44595,03-Mar,9.7,6.4,6.9,14,6
2,2,Tie,1,1,43,57,33,8,5,3,7,15,19,4,7,6,4,13,22,81,86,27,13,14,15,3,2,0,0,0,0,1,1,2014,0-0,01-Jan,5.1,6,6.7,11,12
2,2,Tie,1,1,45,55,22,9,2,4,3,18,6,5,1,11,1,32,24,74,77,11,53,20,14,3,1,0,0,0,0,1,1,2014,0-0,01-Jan,4.3,6.7,6.2,19,18
2,2,Tie,1,1,40,60,50,7,4,2,4,10,11,1,3,4,9,16,17,75,81,39,17,14,12,4,2,0,0,0,1,1,1,2014,44562,01-Jan,4.1,6.8,5.5,13,19
2,2,Tie,1,1,52,48,-8,9,2,3,5,14,7,2,0,7,1,23,23,82,85,13,39,10,12,3,3,0,0,0,0,1,1,2014,0-0,01-Jan,4.5,5,7.5,17,19
2,2,Tie,1,1,35,65,86,3,10,2,6,7,19,2,3,2,6,22,31,64,82,28,11,14,15,2,2,0,0,0,1,1,1,2014,44562,01-Jan,4.7,6.1,6.3,12,15
2,2,Tie,2,2,59,41,-31,5,4,4,8,13,13,4,1,8,0,24,20,83,76,11,43,19,15,3,6,0,1,0,0,2,2,2014,0-2,02-Feb,7.6,6.1,5.9,7,10
2,2,Tie,2,2,57,43,-25,11,6,5,5,22,13,6,2,6,4,17,22,85,77,22,20,8,12,2,3,0,0,0,0,2,2,2014,0-0,02-Feb,8.9,6.7,6.4,23,17
2,2,Tie,1,1,48,52,8,8,3,3,4,12,9,1,2,10,4,32,25,73,76,14,36,16,13,3,1,0,0,0,0,1,1,2014,1-0,01-Jan,4.7,5.8,7,12,20
2,2,Tie,0,0,35,65,86,5,6,2,4,12,20,5,10,6,14,15,16,76,86,37,21,14,12,2,3,0,0,0,0,0,0,2014,0-0,0-0,3.2,6.1,6.9,4,13
2,2,Tie,1,1,48,52,8,7,6,2,2,15,12,6,4,5,4,21,18,79,82,23,25,13,13,2,2,0,0,0,0,1,1,2014,1-0,01-Jan,4.1,6.4,6.7,17,11
2,2,Tie,1,1,25,75,200,3,10,2,6,7,18,2,2,4,5,13,29,64,86,28,19,18,12,4,2,1,0,0,0,1,1,2014,0-0,01-Jan,5.5,5.4,6.3,14,27
2,2,Tie,1,1,49,51,4,6,5,5,3,15,13,4,5,6,4,22,14,79,81,33,30,13,13,3,2,0,0,0,0,1,1,2014,44562,01-Jan,4.8,6.6,6.5,17,13
2,2,Tie,1,1,42,58,38,7,5,3,3,11,10,1,2,2,3,25,24,71,78,30,29,13,14,2,3,0,1,0,0,1,1,2014,0-1,01-Jan,4.1,6.4,6.1,23,20
2,2,Tie,0,0,44,56,27,6,4,1,3,12,10,5,3,5,5,30,20,70,80,22,49,20,16,1,6,0,0,0,0,0,0,2014,0-0,0-0,2.3,6.4,6.1,19,20
2,2,Tie,0,0,65,35,-46,10,3,2,1,20,7,8,3,10,6,20,17,83,72,18,27,12,23,0,5,0,0,0,0,0,0,2014,0-0,0-0,2.7,6.6,6,18,13
2,2,Tie,1,1,43,57,33,4,7,4,2,8,11,0,2,4,4,25,20,76,84,37,29,14,19,1,4,0,0,0,0,1,1,2014,1-0,01-Jan,3.8,6.9,5.5,13,29
2,2,Tie,0,0,56,44,-21,6,4,5,0,14,9,3,5,8,4,28,21,82,67,44,29,19,22,3,1,0,0,0,0,0,0,2014,0-0,0-0,2.6,6.8,5.8,33,21
2,2,Tie,2,2,44,56,27,6,4,8,3,19,10,5,3,5,5,16,9,82,85,24,22,13,23,1,4,0,1,0,0,2,2,2014,44562,02-Feb,8,6.5,5.9,13,2
2,2,Tie,1,1,46,54,17,6,2,5,5,13,9,2,2,6,2,19,19,72,80,17,21,19,24,5,4,0,0,0,1,1,1,2014,1-0,01-Jan,5.6,5.9,6.3,13,10
2,2,Tie,1,1,59,41,-31,9,4,4,6,20,12,7,2,7,5,25,17,82,70,27,48,14,22,1,5,0,0,0,0,1,1,2014,44562,01-Jan,5.6,6.5,5.8,22,17
2,2,Tie,2,2,61,39,-36,7,10,4,4,17,16,6,2,5,8,16,15,87,82,22,41,9,13,1,2,1,0,0,0,2,2,2014,44562,02-Feb,8.9,6,6.2,24,12
2,2,Tie,3,3,60,40,-33,7,2,6,8,14,11,1,1,6,4,26,19,84,78,12,23,17,9,1,2,0,0,0,0,3,3,2014,44563,03-Mar,8.6,6.3,7.1,8,12
2,2,Tie,1,1,53,47,-11,4,8,3,5,9,14,2,1,3,5,22,26,78,74,26,14,8,11,3,2,0,0,0,0,1,1,2014,1-0,01-Jan,4.4,5.6,6.8,11,18
2,2,Tie,1,1,46,54,17,3,10,3,6,8,19,2,3,4,4,17,19,79,85,36,38,21,14,2,0,0,0,0,0,1,1,2014,0-0,01-Jan,5,6.4,5.8,15,10
2,2,Tie,1,1,44,56,27,5,4,2,3,10,8,3,1,7,4,24,25,80,87,21,24,17,12,2,2,0,0,0,0,1,1,2014,1-0,01-Jan,4.7,6.3,6.9,13,14
2,2,Tie,1,1,57,43,-25,5,5,2,5,16,11,9,1,3,3,33,10,84,78,20,38,10,11,2,0,0,0,0,0,1,1,2014,44562,01-Jan,4.8,5.9,7.5,19,14
2,2,Tie,0,0,36,64,78,4,6,2,4,8,12,2,2,1,13,26,30,61,80,29,33,9,8,1,0,0,0,0,0,0,0,2014,0-0,0-0,2.4,6.1,6.5,16,16
2,2,Tie,0,0,62,38,-39,9,4,4,1,22,6,9,1,11,2,30,23,84,67,32,39,14,23,2,3,0,0,0,0,0,0,2014,0-0,0-0,3.2,7.1,5.5,14,17
2,2,Tie,1,1,42,58,38,4,11,3,3,14,15,7,1,10,6,29,26,72,80,24,27,18,20,4,3,0,1,0,0,1,1,2014,0-0,01-Jan,5.1,6,6.4,19,23
2,2,Tie,0,0,48,52,8,3,5,1,3,9,10,5,2,4,5,24,19,78,82,15,25,11,17,2,3,0,0,0,0,0,0,2014,0-0,0-0,2.4,6.5,6.8,15,10
2,2,Tie,2,2,77,23,-70,9,1,5,3,21,6,7,2,11,1,33,10,86,67,13,58,17,15,3,3,1,1,0,0,2,2,2014,0-2,02-Feb,8,6.5,5.7,15,12
2,2,Tie,2,2,61,39,-36,12,3,6,3,21,7,3,1,6,1,22,18,83,72,8,39,10,16,1,3,0,0,0,0,2,2,2014,44593,02-Feb,7.2,6,6.4,17,13
2,2,Tie,2,2,56,44,-21,4,5,10,4,20,10,6,1,9,2,32,16,83,79,10,39,14,15,2,2,0,0,0,0,2,2,2014,0-1,02-Feb,8,7,6.7,19,12
2,2,Tie,1,1,65,35,-46,10,5,8,3,19,10,1,2,8,4,19,12,88,77,13,26,18,11,2,5,0,0,0,0,1,1,2014,1-0,01-Jan,5.4,6.8,5.8,13,9
2,2,Tie,0,0,45,55,22,4,3,0,3,6,12,2,6,4,3,26,20,73,81,14,26,22,20,4,4,0,0,0,0,0,0,2014,0-0,0-0,2,5.8,6.9,8,8
2,2,Tie,0,0,56,44,-21,5,2,3,3,17,10,9,5,10,2,32,25,81,77,13,38,13,17,2,4,0,1,0,0,0,0,2014,0-0,0-0,2.9,6.4,5.9,7,9
2,2,Tie,1,1,52,48,-8,3,2,9,2,17,6,5,2,12,6,24,24,80,75,56,43,15,17,4,1,0,0,0,0,1,1,2014,0-0,01-Jan,4.9,6,6.2,17,17
2,2,Tie,0,0,62,38,-39,3,2,5,7,16,9,8,0,10,2,21,20,84,73,21,30,17,21,4,3,0,1,0,0,0,0,2014,0-0,0-0,3.4,6,6.4,7,18
2,2,Tie,1,1,59,41,-31,9,2,6,4,18,9,3,3,11,3,23,19,82,72,13,33,11,16,3,4,0,0,0,0,1,1,2014,1-0,01-Jan,5.3,6,6.5,22,14
2,2,Tie,2,2,66,34,-48,8,4,5,4,20,8,7,0,13,5,22,14,85,65,19,53,14,23,3,5,0,1,0,0,2,2,2014,44593,02-Feb,7.6,6.5,5.5,24,19
2,2,Tie,2,2,64,36,-44,6,2,6,2,16,5,4,1,9,0,22,17,86,71,13,43,7,14,1,4,0,0,0,0,2,2,2014,0-2,02-Feb,6.8,7.1,6,25,13
2,2,Tie,0,0,50,50,0,7,2,6,3,18,8,5,3,9,0,15,17,79,79,22,20,18,17,2,3,0,0,0,0,0,0,2014,0-0,0-0,3.1,7,5.3,22,15
2,2,Tie,2,2,62,38,-39,6,1,7,6,17,7,4,1,12,2,23,17,77,58,24,31,13,14,4,4,0,0,0,0,2,2,2014,0-1,02-Feb,7.3,6.1,5.7,21,21
2,2,Tie,0,0,62,38,-39,9,2,5,5,19,10,5,3,11,1,17,17,87,80,21,29,17,20,1,4,1,1,0,0,0,0,2014,0-0,0-0,3.9,6.7,5.8,7,12
2,2,Tie,1,1,52,48,-8,3,8,5,2,11,13,3,3,11,3,28,18,80,80,29,34,10,12,2,5,0,0,0,1,1,1,2014,1-0,01-Jan,4.9,7,6.4,16,14
2,2,Tie,1,1,61,39,-36,8,3,2,3,18,6,8,0,10,4,24,21,78,66,15,42,13,22,3,2,0,0,0,0,1,1,2014,44562,01-Jan,4.4,5.9,6.3,21,12
2,2,Tie,1,1,65,35,-46,17,5,5,1,27,8,5,2,9,0,24,22,84,67,7,29,15,15,1,4,0,1,0,0,1,1,2014,0-1,01-Jan,5.2,6.5,5.7,14,16
2,2,Tie,2,2,61,39,-36,4,5,4,7,11,13,3,1,3,5,28,18,83,74,15,19,14,13,4,4,0,0,0,0,2,2,2014,0-2,02-Feb,7.3,6,6.8,17,18
2,2,Tie,1,1,50,50,0,4,4,5,4,16,11,7,3,9,7,38,36,64,68,32,39,13,19,4,0,1,0,0,0,1,1,2014,0-0,01-Jan,5.4,5.7,7.1,11,19
2,2,Tie,0,0,60,40,-33,9,6,5,1,19,8,5,1,10,3,39,24,81,68,18,44,12,15,1,2,0,0,0,0,0,0,2014,0-0,0-0,2.6,7.2,5.8,22,10
2,2,Tie,1,1,38,62,63,2,6,3,3,6,12,1,3,1,3,13,29,72,86,19,17,15,19,2,3,0,0,0,0,1,1,2014,1-0,01-Jan,3.9,6.8,6,12,12
2,2,Tie,3,3,60,40,-33,2,4,7,10,12,15,3,1,4,5,23,21,79,69,17,38,16,22,1,4,0,0,0,0,3,3,2014,44562,03-Mar,9.2,6,7.2,3,17
2,2,Tie,2,2,48,52,8,3,4,3,6,12,12,6,2,5,7,21,14,76,83,24,41,18,18,1,4,0,0,0,0,2,2,2014,0-1,02-Feb,7.3,6,7,9,14
2,2,Tie,1,1,46,54,17,4,5,6,6,14,16,4,5,11,8,19,28,79,76,41,37,20,17,3,3,0,0,0,0,1,1,2014,1-0,01-Jan,5.8,6.1,6.8,20,13
2,2,Tie,1,1,45,55,22,7,9,3,6,17,15,7,0,6,4,20,15,80,81,17,27,19,17,2,2,0,0,0,0,1,1,2014,1-0,01-Jan,4.9,5.9,6.6,10,11
2,2,Tie,1,1,47,53,13,6,2,4,5,14,9,4,2,8,2,15,26,79,80,30,20,19,17,2,1,1,0,0,0,1,1,2014,1-0,01-Jan,5.2,6.2,6.7,8,15
2,2,Tie,1,1,56,44,-21,10,3,3,1,19,7,6,3,7,3,24,24,83,77,19,30,18,10,3,3,0,1,1,0,1,1,2014,0-1,01-Jan,5.1,5.7,6.8,10,13
2,2,Tie,0,0,34,66,94,6,8,2,2,11,13,3,3,5,9,14,29,69,82,46,20,13,16,2,1,0,0,0,0,0,0,2014,0-0,0-0,2.7,6.3,6.4,18,12
2,2,Tie,1,1,51,49,-4,2,11,5,4,10,19,3,4,3,5,27,32,74,70,27,28,29,20,4,5,0,0,0,0,1,1,2014,44562,01-Jan,4.6,6.2,5.9,19,13
2,2,Tie,1,1,42,58,38,3,8,2,3,7,16,2,5,2,3,25,18,77,85,18,17,23,17,3,2,0,0,1,0,1,1,2014,1-0,01-Jan,4.8,5.7,7,16,11
2,2,Tie,1,1,45,55,22,7,5,7,3,17,11,3,3,4,5,19,15,78,80,14,29,19,15,3,3,0,0,0,0,1,1,2014,44562,01-Jan,4.7,6.4,6.2,9,10
2,2,Tie,0,0,68,32,-53,8,4,4,1,19,5,7,1,10,5,25,13,87,68,20,44,7,14,0,4,0,0,0,0,0,0,2014,0-0,0-0,2.7,7.1,6.1,10,14
2,2,Tie,2,2,38,62,63,5,6,6,4,12,15,1,5,4,3,19,38,72,83,39,22,11,18,2,2,0,0,0,0,2,2,2014,44593,02-Feb,6.6,7.5,5.4,18,24
