Home Team,Away Team,Result,Home Team Goals Scored,Away Team Goals Scored,Home Team Possession %,Away Team Possession %,Winning Team Possession Difference %,Home Team Off Target Shots,Away Team Off Target Shots,Home Team On Target Shots,Away Team On Target Shots,Home Team Total Shots,Away Team Total Shots,Home Team Blocked Shots,Away Team Blocked Shots,Home Team Corners,Away Team Corners,Home Team Throw Ins,Away Team Throw Ins,Home Team Pass Success %,Away Team Pass Success %,Home Team Clearances,Away Team Clearances,Home Team Fouls,Away Team Fouls,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Second Yellow Cards,Away Team Second Yellow Cards,Home Team Red Cards,Away Team Red Cards,Home Team Goals Conceeded,Away Team Goals Conceeded,year,Half Time Score,Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Aerials Won,Away Team Aerials Won
2,2,Tie,1,1,23,77,235,6,5,2,7,8,16,0,4,6,8,15,15,71,89,39,34,11,8,2,3,0,0,0,0,1,1,2014,44562,01-Jan,4.8,6.1,7.2,11,12
2,2,Tie,1,1,61,39,-36,12,3,4,5,23,11,7,3,8,1,17,18,87,74,16,31,19,12,1,4,0,0,0,0,1,1,2014,0-0,01-Jan,5.5,6.1,5.9,11,9
2,2,Tie,1,1,40,60,50,6,6,3,4,9,17,0,7,3,8,30,22,70,79,30,22,18,19,4,1,0,0,0,0,1,1,2014,44562,01-Jan,4.6,6.3,6.7,7,13
2,2,Tie,0,0,41,59,44,2,5,3,2,11,11,6,4,6,4,17,26,77,81,11,29,16,14,1,3,0,0,0,0,0,0,2014,0-0,0-0,2.8,7,5.7,13,9
2,2,Tie,0,0,47,53,13,8,8,3,3,17,15,6,4,8,3,17,24,77,78,20,30,14,17,3,3,0,0,0,0,0,0,2014,0-0,0-0,3,6.3,6.3,9,6
2,2,Tie,1,1,58,42,-28,2,5,3,1,8,10,3,4,1,5,25,14,83,78,21,25,11,16,5,5,1,0,0,0,1,1,2014,0-0,01-Jan,4.2,6.1,6.2,18,7
2,2,Tie,2,2,60,40,-33,6,5,4,4,18,13,8,4,9,3,15,21,85,76,25,23,11,20,1,3,0,0,0,0,2,2,2014,44562,02-Feb,7.8,6.3,6,15,15
2,2,Tie,0,0,38,62,63,1,2,2,1,3,7,0,4,5,3,26,35,69,79,40,29,17,15,1,2,0,0,0,0,0,0,2014,0-0,0-0,1.6,6.9,6.2,19,15
2,2,Tie,0,0,48,52,8,4,4,4,2,14,8,6,2,5,4,26,29,78,79,21,28,24,18,2,2,1,0,0,0,0,0,2014,0-0,0-0,2.7,6.2,6.7,23,13
2,2,Tie,0,0,40,60,50,4,6,2,2,10,11,4,3,4,8,20,28,69,77,19,39,19,16,4,2,0,0,0,0,0,0,2014,0-0,0-0,2.2,6.4,6,10,8
2,2,Tie,1,1,50,50,0,4,9,2,2,6,15,0,4,9,6,27,37,75,76,24,25,15,15,2,2,0,0,0,0,1,1,2014,0-1,01-Jan,4.1,6.7,5.8,18,10
2,2,Tie,2,2,37,63,70,7,5,7,5,16,13,2,3,5,5,19,20,74,85,29,31,16,19,2,3,1,0,0,0,2,2,2014,0-0,02-Feb,7.9,6.1,6.2,12,13
2,2,Tie,1,1,37,63,70,7,9,5,2,16,14,4,3,4,5,23,30,75,82,22,17,11,12,2,1,0,0,0,0,1,1,2014,1-0,01-Jan,5.6,6.5,7.3,15,11
2,2,Tie,0,0,50,50,0,9,6,5,0,19,8,5,2,5,3,30,25,76,77,30,33,17,16,2,3,0,0,1,0,0,0,2014,0-0,0-0,2.9,6.2,5.8,30,22
2,2,Tie,1,1,67,33,-51,10,5,4,1,19,9,5,3,7,2,25,15,86,70,34,40,15,18,1,1,0,0,0,0,1,1,2014,0-1,01-Jan,4.3,6.2,7.2,22,20
2,2,Tie,1,1,69,31,-55,5,4,10,3,20,9,5,2,8,5,16,16,88,68,22,47,16,16,4,5,0,1,0,0,1,1,2014,0-0,01-Jan,6.3,6.7,5.3,20,24
2,2,Tie,2,2,33,67,103,4,3,5,4,11,12,2,5,8,5,11,17,67,83,28,24,12,11,3,3,0,0,0,0,2,2,2014,1-0,02-Feb,7.3,6.4,6.1,12,12
2,2,Tie,1,1,66,34,-48,7,6,6,2,18,13,5,5,5,2,27,24,88,78,13,26,10,12,2,0,0,0,0,0,1,1,2014,44562,01-Jan,4.7,6.6,6.5,8,11
2,2,Tie,3,3,36,64,78,6,6,5,8,15,20,4,6,7,4,16,19,73,85,37,19,16,12,3,3,0,0,0,0,3,3,2014,2-0,03-Mar,8.8,5,8,14,15
2,2,Tie,1,1,42,58,38,7,13,2,6,14,22,5,3,4,7,14,20,83,88,25,22,11,9,5,3,0,0,0,0,1,1,2014,0-0,01-Jan,5.2,5.8,6.8,12,14
2,2,Tie,1,1,57,43,-25,11,5,6,3,26,11,9,3,7,5,21,17,88,82,10,26,11,17,3,2,0,0,0,0,1,1,2014,0-0,01-Jan,5.4,6.7,6.2,11,12
2,2,Tie,0,0,62,38,-39,9,1,3,3,18,5,6,2,14,4,28,15,82,71,18,53,8,19,2,3,0,0,0,0,0,0,2014,0-0,0-0,2.4,5.6,7.1,15,14
2,2,Tie,1,1,44,56,27,7,8,1,8,9,21,1,5,4,6,11,14,83,84,25,16,16,16,2,3,0,0,0,0,1,1,2014,1-0,01-Jan,4.9,5.7,7,12,11
2,2,Tie,1,1,60,40,-33,4,1,7,3,17,5,6,1,11,1,24,14,88,79,16,22,15,19,4,5,0,0,0,0,1,1,2014,44562,01-Jan,4.8,6.5,5.9,19,10
2,2,Tie,1,1,49,51,4,4,5,7,1,16,8,5,2,4,3,24,18,79,80,26,38,18,15,3,4,0,0,0,0,1,1,2014,1-0,01-Jan,5.4,6.6,5.6,13,11
2,2,Tie,2,2,63,37,-41,3,5,5,5,12,15,4,5,13,2,32,21,84,72,20,18,11,16,0,1,0,0,0,0,2,2,2014,44563,02-Feb,7.7,7.2,6.1,13,12
2,2,Tie,0,0,55,45,-18,7,2,3,3,17,7,7,2,9,3,22,14,88,85,24,26,16,10,4,2,0,0,0,0,0,0,2014,0-0,0-0,2.8,6.7,6.6,8,7
2,2,Tie,2,2,50,50,0,7,8,5,10,17,21,5,3,7,1,30,17,78,79,15,25,17,15,3,1,0,0,0,0,2,2,2014,44562,02-Feb,8.9,5.2,7.2,15,21
2,2,Tie,1,1,55,45,-18,10,3,7,1,23,7,6,3,8,2,17,17,79,74,21,19,16,16,2,5,0,0,0,0,1,1,2014,1-0,01-Jan,4.8,6.6,6.2,14,16
2,2,Tie,1,1,59,41,-31,8,6,5,4,21,12,8,2,6,7,16,20,86,74,36,33,11,14,3,4,1,0,0,0,1,1,2014,0-0,01-Jan,5.2,6.6,6.9,9,12
2,2,Tie,2,2,49,51,4,9,6,3,4,16,14,4,4,8,4,20,13,83,85,13,26,9,17,2,3,0,0,0,0,2,2,2014,44563,02-Feb,7.7,6.5,5.9,9,9
2,2,Tie,2,2,55,45,-18,5,6,5,7,10,16,0,3,2,3,32,35,71,68,29,44,21,18,3,4,0,0,0,0,2,2,2014,0-0,02-Feb,6.8,6.3,5.1,26,27
2,2,Tie,0,0,41,59,44,3,6,2,2,6,13,1,5,6,6,14,24,74,80,19,22,12,22,3,3,0,0,0,0,0,0,2014,0-0,0-0,2.3,6.1,7,16,12
2,2,Tie,0,0,70,30,-57,11,5,3,4,23,11,9,2,11,5,20,13,88,65,14,34,15,10,3,1,0,0,0,0,0,0,2014,0-0,0-0,3.8,5.9,6.5,17,24
2,2,Tie,1,1,48,52,8,6,5,6,5,16,14,4,4,9,5,27,23,70,78,30,30,12,21,2,6,0,0,0,0,1,1,2014,0-0,01-Jan,5.5,6.6,6,21,27
2,2,Tie,1,1,53,47,-11,8,5,4,6,13,15,1,4,8,3,16,18,87,83,15,22,15,7,1,2,0,0,0,0,1,1,2014,1-0,01-Jan,5.6,6.4,6.8,8,10
2,2,Tie,2,2,55,45,-18,9,5,4,3,19,14,6,6,11,3,14,16,80,73,15,29,15,15,3,5,0,0,0,0,2,2,2014,44594,02-Feb,7.8,6.8,5.4,14,12
2,2,Tie,2,2,40,60,50,6,3,5,12,13,23,2,8,4,10,16,23,78,85,38,9,9,11,2,1,0,0,0,0,2,2,2014,44563,02-Feb,8.5,5.9,7.7,10,14
2,2,Tie,1,1,53,47,-11,6,2,4,5,18,11,8,4,4,5,19,28,80,78,22,18,12,13,3,3,0,0,0,0,1,1,2014,0-0,01-Jan,5.6,6.3,6.2,9,9
2,2,Tie,2,2,50,50,0,2,4,7,7,14,12,5,1,6,3,12,11,84,87,28,21,12,11,1,2,0,0,0,0,2,2,2014,44563,02-Feb,7.8,6.2,6.8,6,8
2,2,Tie,1,1,43,57,33,5,4,8,3,14,11,1,4,5,5,20,19,81,86,28,28,17,13,1,0,0,0,0,0,1,1,2014,0-0,01-Jan,5.9,7.1,6,13,7
2,2,Tie,2,2,39,61,56,9,9,4,4,16,16,3,3,6,4,19,9,86,90,13,22,17,10,3,1,0,0,0,1,2,2,2014,0-1,02-Feb,8.6,5.9,6.1,15,7
2,2,Tie,2,2,60,40,-33,5,6,7,3,17,10,5,1,7,4,16,13,90,79,20,17,12,13,0,1,0,0,0,0,2,2,2014,0-0,02-Feb,8.1,6.8,6.3,11,14
2,2,Tie,3,3,52,48,-8,5,4,5,5,13,15,3,6,3,6,34,25,80,74,29,40,20,17,5,2,0,0,0,0,3,3,2014,44621,03-Mar,9,6,6.8,15,13
2,2,Tie,1,1,57,43,-25,3,5,5,6,13,14,5,3,9,5,20,26,79,73,25,23,19,17,2,3,0,0,0,0,1,1,2014,1-0,01-Jan,5.2,6.4,6.6,6,14
2,2,Tie,1,1,33,67,103,4,10,7,7,12,20,1,3,3,7,12,10,69,85,21,7,9,11,2,1,0,0,0,0,1,1,2015,0-0,01-Jan,5.2,6.4,6.6,15,19
2,2,Tie,2,2,59,41,-31,11,4,7,4,27,9,9,1,4,1,25,21,87,79,7,17,9,8,0,2,0,0,0,0,2,2,2015,2-0,02-Feb,7.8,6.6,6.1,9,3
2,2,Tie,1,1,69,31,-55,14,3,7,3,26,6,5,0,5,3,24,13,89,66,22,37,21,20,3,5,0,0,0,0,1,1,2015,0-1,01-Jan,5.6,5.9,6.5,21,10
2,2,Tie,2,2,51,49,-4,7,4,3,5,12,10,2,1,3,3,31,15,81,82,9,21,18,20,5,2,0,0,0,0,2,2,2015,0-0,02-Feb,6.8,5.8,6.3,13,8
2,2,Tie,2,2,65,35,-46,5,5,6,2,13,9,2,2,3,3,32,13,81,69,18,23,16,18,3,3,0,0,0,0,2,2,2015,44562,02-Feb,7.1,6.4,6.3,21,14
2,2,Tie,2,2,41,59,44,8,7,2,4,16,17,6,6,5,5,26,19,80,86,22,14,12,14,2,4,0,0,0,0,2,2,2015,44563,02-Feb,7.2,6.5,6.1,4,11
2,2,Tie,2,2,66,34,-48,10,2,7,4,21,12,4,6,11,3,30,22,86,73,15,34,15,15,2,3,0,0,0,0,2,2,2015,44593,02-Feb,7.5,7,6.3,9,12
2,2,Tie,1,1,55,45,-18,9,2,3,3,15,9,3,4,8,2,22,31,80,71,30,26,21,19,3,4,0,1,0,0,1,1,2015,0-0,01-Jan,5.4,6.4,6.1,18,11
2,2,Tie,0,0,28,72,157,9,11,1,4,11,22,1,7,4,4,15,30,69,88,27,10,13,16,3,3,0,0,0,0,0,0,2015,0-0,0-0,2.8,6.2,6.4,13,16
2,2,Tie,1,1,69,31,-55,18,3,7,1,36,9,11,5,10,5,21,18,90,71,15,27,16,10,2,3,0,0,0,0,1,1,2015,0-0,01-Jan,6.6,6.5,6.8,20,12
2,2,Tie,1,1,54,46,-15,6,6,5,2,13,12,2,4,4,2,24,30,76,69,44,18,16,22,3,1,0,0,0,0,1,1,2015,44562,01-Jan,4.4,6,7.1,27,25
2,2,Tie,1,1,34,66,94,6,6,6,7,15,17,3,4,9,8,9,20,78,90,36,11,14,12,2,4,0,0,0,0,1,1,2015,0-0,01-Jan,5.5,6.3,6.5,14,8
2,2,Tie,1,1,45,55,22,2,4,2,3,6,8,2,1,7,1,16,22,81,83,25,27,27,12,3,4,0,0,0,0,1,1,2015,0-0,01-Jan,3.8,6.1,6.4,9,11
2,2,Tie,1,1,47,53,13,3,7,2,5,8,15,3,3,8,8,21,19,80,82,34,18,14,11,2,2,0,0,0,0,1,1,2015,1-0,01-Jan,4.7,6.4,6.6,18,17
2,2,Tie,0,0,46,54,17,2,9,2,4,8,15,4,2,4,9,26,11,81,85,22,14,14,14,3,5,0,0,0,0,0,0,2015,0-0,0-0,3.4,6.3,6.6,10,16
2,2,Tie,1,1,44,56,27,6,9,2,7,10,19,2,3,3,10,18,17,77,83,29,24,11,11,3,2,0,1,0,0,1,1,2015,0-0,01-Jan,5.6,5.8,6.5,13,26
2,2,Tie,3,3,45,55,22,7,5,7,4,17,9,3,0,4,2,24,21,78,78,18,24,10,19,2,1,0,0,0,0,3,3,2015,44563,03-Mar,9,6.6,6.5,10,21
2,2,Tie,1,1,47,53,13,7,4,3,5,14,17,4,8,6,5,18,19,81,85,13,16,19,15,2,4,0,1,0,0,1,1,2015,0-0,01-Jan,5.3,6.2,6.8,5,9
2,2,Tie,0,0,39,61,56,3,5,6,3,11,11,2,3,5,6,22,30,66,79,40,25,19,17,2,3,0,0,0,0,0,0,2015,0-0,0-0,2.9,7,5.6,21,23
2,2,Tie,0,0,49,51,4,10,4,2,2,14,6,2,0,10,1,24,22,73,74,19,41,14,12,1,2,0,0,0,0,0,0,2015,0-0,0-0,2.3,6.5,6.5,28,22
2,2,Tie,0,0,40,60,50,6,6,1,8,9,18,2,4,1,6,14,28,72,82,24,16,12,16,3,2,0,0,0,0,0,0,2015,0-0,0-0,2.9,5.8,6.9,10,9
2,2,Tie,1,1,49,51,4,9,4,2,3,15,10,4,3,4,3,28,19,76,75,18,11,19,10,3,2,0,0,0,0,1,1,2015,44562,01-Jan,4.3,6.7,6,13,6
2,2,Tie,0,0,41,59,44,3,10,3,4,8,15,2,1,4,6,32,21,72,79,18,29,15,19,4,4,0,0,0,0,0,0,2015,0-0,0-0,2.6,6,6.6,10,14
2,2,Tie,2,2,49,51,4,9,5,5,3,18,10,4,2,6,5,28,18,69,74,29,31,16,23,2,4,0,1,0,0,2,2,2015,44563,02-Feb,7.6,6.6,5.6,34,19
2,2,Tie,2,2,48,52,8,3,5,3,5,9,14,3,4,5,5,38,36,48,46,51,42,22,18,5,4,0,0,0,0,2,2,2015,1-0,02-Feb,7,5.2,5.7,14,25
2,2,Tie,2,2,65,35,-46,7,5,5,5,18,15,6,5,6,3,23,17,87,77,10,24,20,12,5,3,0,0,0,0,2,2,2015,0-2,02-Feb,8,6,7,8,6
2,2,Tie,1,1,63,37,-41,11,3,3,8,18,13,4,2,10,2,26,21,76,64,16,25,18,17,3,3,0,0,0,0,1,1,2015,0-1,01-Jan,5,5.6,7,24,13
2,2,Tie,1,1,50,50,0,6,7,2,4,16,17,8,6,7,4,26,21,76,78,26,26,16,16,2,2,0,0,0,0,1,1,2015,44562,01-Jan,4.4,6.5,6.8,18,9
2,2,Tie,1,1,40,60,50,4,2,5,3,11,5,2,0,2,5,18,22,76,86,13,14,18,13,3,4,0,0,0,0,1,1,2015,0-0,01-Jan,4.8,6.3,6,11,15
2,2,Tie,0,0,39,61,56,5,5,3,7,11,20,3,8,2,12,21,34,62,78,32,31,15,22,0,2,0,0,0,0,0,0,2015,0-0,0-0,3.2,6.4,6.6,13,19
2,2,Tie,1,1,56,44,-21,8,6,6,2,17,11,3,3,9,7,19,27,80,71,35,32,11,16,3,6,0,0,1,0,1,1,2015,0-0,01-Jan,4.9,6.3,5.7,18,11
2,2,Tie,0,0,60,40,-33,7,3,4,0,12,4,1,1,7,1,29,15,82,74,5,29,13,17,2,3,0,0,0,0,0,0,2015,0-0,0-0,2,7,5.6,20,22
2,2,Tie,1,1,57,43,-25,10,5,2,5,14,11,2,1,7,0,26,32,83,73,10,26,16,15,2,4,0,0,0,0,1,1,2015,0-0,01-Jan,4.7,6.2,6.3,14,12
2,2,Tie,1,1,59,41,-31,7,2,3,5,13,8,3,3,8,5,27,23,80,75,23,33,12,11,2,4,0,0,0,0,1,1,2015,44562,01-Jan,4.3,6.4,6.5,17,11
2,2,Tie,1,1,46,54,17,3,9,6,5,10,16,1,2,6,8,31,26,72,75,25,29,15,14,2,1,0,0,0,0,1,1,2015,44562,01-Jan,4.9,6.5,6.4,18,11
2,2,Tie,0,0,65,35,-46,11,2,0,2,15,5,4,1,9,7,33,29,80,57,10,32,12,9,2,1,0,0,0,0,0,0,2015,0-0,0-0,1.9,5.9,7.1,18,15
2,2,Tie,3,3,55,45,-18,5,6,6,5,12,14,1,3,8,2,28,30,80,75,14,34,12,13,3,2,0,0,0,0,3,3,2015,44593,03-Mar,9.5,6.9,5.9,16,14
2,2,Tie,2,2,70,30,-57,16,2,3,2,30,5,11,1,8,1,29,31,84,56,13,29,14,21,2,2,1,0,0,0,2,2,2015,44593,02-Feb,7.2,5.7,6.3,23,17
2,2,Tie,1,1,43,57,33,5,9,5,6,12,17,2,2,4,8,21,25,76,78,24,9,9,15,3,3,0,0,0,0,1,1,2015,1-0,01-Jan,5.4,6,6.4,10,9
2,2,Tie,1,1,43,57,33,8,7,5,2,17,13,4,4,8,8,13,16,73,79,31,34,14,19,4,5,0,0,0,0,1,1,2015,44562,01-Jan,4.8,6.4,6.1,18,13
2,2,Tie,1,1,68,32,-53,10,4,4,3,16,10,2,3,8,2,25,19,83,66,16,50,14,16,0,2,0,0,0,0,1,1,2015,1-0,01-Jan,5,6.4,6.1,15,11
2,2,Tie,1,1,37,63,70,10,5,5,5,15,14,0,4,3,6,23,19,73,83,23,17,18,13,3,3,0,0,0,0,1,1,2015,1-0,01-Jan,4.7,6.4,6.5,6,12
2,2,Tie,2,2,36,64,78,4,4,3,3,8,10,1,3,2,7,27,29,63,79,39,20,16,17,1,2,0,0,1,0,2,2,2015,2-0,02-Feb,6.7,6.2,6.5,14,22
2,2,Tie,0,0,48,52,8,6,10,1,3,11,16,4,3,5,1,31,27,67,72,25,19,15,19,2,1,0,0,0,0,0,0,2015,0-0,0-0,2.1,6,6.3,21,29
2,2,Tie,2,2,62,38,-39,6,3,6,5,16,10,4,2,2,3,24,23,84,72,17,19,12,22,2,4,0,0,0,0,2,2,2015,44562,02-Feb,7.5,6.8,6.3,11,11
2,2,Tie,1,1,70,30,-57,6,2,7,4,18,12,5,6,7,6,23,20,85,61,11,15,8,17,3,4,0,1,0,0,1,1,2015,1-0,01-Jan,6,6.4,6.4,19,14
2,2,Tie,1,1,46,54,17,5,7,9,2,17,10,3,1,3,3,34,20,69,79,19,43,19,20,2,2,0,0,0,0,1,1,2015,44562,01-Jan,4.9,6.4,6.4,20,30
2,2,Tie,1,1,50,50,0,6,3,1,1,13,5,6,1,7,4,31,27,67,68,14,24,22,13,2,3,0,0,0,0,1,1,2015,0-1,01-Jan,3.3,6.7,6.2,23,27
2,2,Tie,1,1,47,53,13,1,5,5,1,6,9,0,3,3,5,26,29,76,78,22,16,24,17,2,4,0,0,0,0,1,1,2015,44562,01-Jan,4.1,6.3,5.9,13,13
2,2,Tie,0,0,34,66,94,7,9,1,1,11,17,3,7,5,5,18,18,67,84,34,18,8,19,3,4,1,0,0,1,0,0,2015,0-0,0-0,2.8,5.8,6.2,15,17
2,2,Tie,0,0,57,43,-25,7,6,6,3,16,10,3,1,5,2,20,16,81,74,12,28,13,18,0,4,0,0,0,0,0,0,2015,0-0,0-0,2.9,6.5,6.3,10,5
2,2,Tie,0,0,40,60,50,8,5,2,3,11,11,1,3,7,6,24,26,74,81,27,32,13,15,2,3,0,0,0,0,0,0,2015,0-0,0-0,2.7,6.5,6.5,14,7
2,2,Tie,2,2,46,54,17,4,6,4,6,9,14,1,2,2,6,25,26,78,81,21,11,12,21,3,3,0,0,0,0,2,2,2015,0-0,02-Feb,7.4,6.4,6.6,12,8
2,2,Tie,1,1,72,28,-61,9,2,4,2,19,5,6,1,6,3,33,17,87,60,8,26,11,27,3,6,0,0,0,0,1,1,2015,0-1,01-Jan,5,6.4,5.4,11,15
2,2,Tie,1,1,47,53,13,3,7,6,2,12,12,3,3,8,4,20,16,82,83,14,19,13,10,2,3,0,1,0,0,1,1,2015,0-0,01-Jan,4.6,7,6.3,11,13
2,2,Tie,0,0,50,50,0,3,6,1,2,5,10,1,2,2,9,25,31,71,68,40,21,12,18,3,3,0,0,0,0,0,0,2015,0-0,0-0,2.1,5.7,6.9,23,23
2,2,Tie,3,3,27,73,170,4,5,4,7,10,15,2,3,7,9,22,26,63,87,42,25,20,12,3,2,0,0,0,0,3,3,2015,44563,03-Mar,8.7,6,7,18,10
2,2,Tie,1,1,63,37,-41,10,2,5,5,22,9,7,2,9,0,24,23,82,64,24,40,14,14,1,3,0,0,0,0,1,1,2015,0-1,01-Jan,5.2,6.7,6.3,25,18
2,2,Tie,2,2,64,36,-44,10,2,6,2,23,7,7,3,7,3,20,23,83,67,9,29,21,23,3,1,0,1,0,0,2,2,2015,44562,02-Feb,7.5,6.2,6.3,13,11
2,2,Tie,0,0,40,60,50,6,5,2,3,11,9,3,1,5,3,25,18,76,81,23,22,19,14,3,4,0,0,0,0,0,0,2015,0-0,0-0,2.7,5.8,7.1,7,13
2,2,Tie,1,1,42,58,38,5,8,4,2,11,16,2,6,5,7,17,25,71,77,32,18,16,14,3,2,0,0,0,0,1,1,2015,44562,01-Jan,4.3,6.9,5.6,18,13
2,2,Tie,0,0,56,44,-21,6,4,2,2,10,9,2,3,7,6,20,19,79,78,24,27,10,15,2,4,0,0,0,0,0,0,2015,0-0,0-0,2.4,6.3,6.4,10,8
2,2,Tie,0,0,40,60,50,6,6,1,0,8,10,1,4,1,8,21,18,80,87,33,14,15,11,2,2,0,0,0,0,0,0,2015,0-0,0-0,2.1,6.8,6.7,13,6
2,2,Tie,0,0,58,42,-28,4,3,4,0,11,5,3,2,5,3,23,25,79,71,21,38,22,22,4,4,0,0,0,0,0,0,2015,0-0,0-0,2.5,5.7,6,16,6
2,2,Tie,0,0,34,66,94,4,9,1,2,9,18,4,7,6,6,28,29,60,83,28,19,13,12,2,0,0,0,0,0,0,0,2015,0-0,0-0,2.3,6.3,6.4,14,14
2,2,Tie,1,1,66,34,-48,10,2,4,2,19,7,5,3,6,3,32,17,86,71,17,34,12,14,0,2,0,0,0,0,1,1,2015,44562,01-Jan,4.4,6.7,6.8,13,14
2,2,Tie,0,0,44,56,27,2,10,4,5,7,17,1,2,7,4,24,13,75,81,19,20,15,12,3,1,0,0,0,0,0,0,2015,0-0,0-0,3,6.3,6.3,9,7
2,2,Tie,1,1,43,57,33,3,6,4,5,10,12,3,1,6,2,35,29,63,74,32,34,26,25,3,3,0,0,0,0,1,1,2015,0-0,01-Jan,4.4,6.1,5.8,15,27
2,2,Tie,1,1,49,51,4,8,1,1,5,12,6,3,1,5,3,21,22,82,81,15,20,8,16,0,1,0,0,0,0,1,1,2015,44562,01-Jan,4.4,6.3,6.8,9,9
2,2,Tie,1,1,38,62,63,7,5,4,5,13,12,2,2,3,4,16,21,69,83,39,27,19,18,3,2,0,0,0,0,1,1,2015,1-0,01-Jan,4.8,6.1,6.7,11,12
2,2,Tie,0,0,70,30,-57,9,2,4,2,17,6,4,2,12,4,18,18,86,64,6,40,17,17,1,3,0,0,0,0,0,0,2015,0-0,0-0,3.1,6.6,6.7,16,21
2,2,Tie,1,1,60,40,-33,4,6,5,5,15,13,6,2,7,2,25,15,84,74,13,34,16,16,2,3,0,0,0,0,1,1,2015,0-1,01-Jan,5.4,6.7,6.1,5,12
2,2,Tie,0,0,38,62,63,10,6,5,1,20,10,5,3,7,3,20,15,77,83,29,45,18,15,4,3,0,0,0,0,0,0,2015,0-0,0-0,3.5,7.1,5.8,15,11
2,2,Tie,1,1,63,37,-41,4,3,4,4,10,12,2,5,9,3,24,20,85,78,19,29,12,15,2,1,0,0,0,0,1,1,2015,1-0,01-Jan,4.8,6.6,6.6,8,7
2,2,Tie,0,0,58,42,-28,6,5,3,2,12,13,3,6,8,6,20,21,84,76,19,22,15,18,1,2,0,0,0,0,0,0,2015,0-0,0-0,2.6,6.5,6.3,18,10
2,2,Tie,1,1,59,41,-31,6,2,6,2,16,6,4,2,8,2,30,25,83,75,17,28,15,14,2,2,0,0,0,0,1,1,2015,0-0,01-Jan,4.5,6.5,6.2,15,21
2,2,Tie,1,1,61,39,-36,4,4,1,3,13,8,8,1,3,3,29,22,78,62,13,16,12,23,2,4,0,0,0,0,1,1,2015,0-1,01-Jan,3.5,6.6,6.8,20,25
2,2,Tie,0,0,31,69,123,5,11,5,6,14,25,4,8,4,4,24,26,60,81,25,23,24,10,4,4,0,0,0,0,0,0,2015,0-0,0-0,4.4,6,6.2,13,13
2,2,Tie,1,1,57,43,-25,9,3,5,2,20,9,6,4,12,4,27,18,78,74,16,30,9,24,1,2,0,1,0,0,1,1,2015,44562,01-Jan,5.3,7,6.1,21,12
2,2,Tie,1,1,60,40,-33,7,2,8,4,20,8,5,2,10,3,14,15,86,75,13,24,9,19,1,3,0,1,0,0,1,1,2015,44562,01-Jan,5.8,7.3,5.8,9,10
2,2,Tie,1,1,68,32,-53,7,1,5,2,14,7,2,4,15,3,21,26,83,68,11,52,15,9,1,2,0,0,0,0,1,1,2015,0-1,01-Jan,5,6.8,6,23,22
